"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.5106382978723403","0.0031760715386987357","0.39830508474576276","0.0","3","3","false","","Unclustered","0.5","CDKN2A","7.666666666666667","0","3","0","0.9580378250591016","false","0","CDKN2A","18","0.39215686274509803"
"1.5","0.0","0.6666666666666666","0.0","1","2","false","","Unclustered","0.0","CSF3","2.0","0","1","0","0.75","false","0","CSF3","0","0.0"
"1.0","1.0","1.0","0.0","2","1","false","","Unclustered","0.6666666666666666","LEP","1.0","0","2","0","1.0","false","0","LEP","2","0.0"
"2.0","0.0","0.5","0.0","1","3","false","","Unclustered","0.0","CTSG","4.0","0","1","0","0.75","false","0","CTSG","0","0.0"
"1.2","0.7000000000000001","0.8333333333333334","0.16666666666666666","4","2","false","Cluster 0","Clustered","2.0","MMP1","1.75","0","4","0","0.95","false","0","MMP1","14","0.4166666666666667"
"2.0","0.0","0.5","0.0","1","3","false","","Unclustered","0.0","ELANE","4.0","0","1","0","0.75","false","0","ELANE","0","0.0"
"1.5","0.0","0.6666666666666666","0.0","1","2","false","","Unclustered","0.0","RETN","2.0","0","1","0","0.75","false","0","RETN","0","0.0"
"1.6","0.0","0.625","1.0","2","2","false","Cluster 0","Clustered","2.0","MMP10","3.5","0","2","0","0.85","false","0","MMP10","0","0.7"
"1.4","0.4","0.7142857142857143","0.3333333333333333","3","2","false","Cluster 0","Seed","2.0","PRSS1","2.3333333333333335","0","3","0","0.9","false","0","PRSS1","8","0.5"
"2.2","0.0","0.45454545454545453","0.0","1","3","false","","Unclustered","0.0","MMP13","3.0","0","1","0","0.7","false","0","MMP13","0","0.0"
"3.021276595744681","0.0","0.33098591549295775","0.0","1","4","false","","Unclustered","0.0","TFAP2A","5.0","0","1","0","0.9438534278959811","false","0","TFAP2A","0","0.0"
"2.3404255319148937","0.0","0.42727272727272725","1.0","2","4","false","","Unclustered","2.0","SPC25","26.5","0","2","0","0.9627659574468085","false","0","SPC25","0","0.8833333333333333"
"2.5319148936170213","0.0","0.3949579831932773","0.0","1","4","false","","Unclustered","0.0","UBE2T","22.0","0","1","0","0.9574468085106383","false","0","UBE2T","0","0.0"
